payer,code,avg_rate,max_rate,min_rate,range_rate,percentile_25,median_rate,percentile_75
UnitedHealthcare,93294,126.80,143.53,126.51,17.02,126.5100,126.5100,126.5100
Aetna,93295,105.82,195.50,71.54,123.96,71.5400,71.5400,195.5000
Blue Shield of California,93295,197.01,216.88,196.61,20.27,196.6100,196.6100,196.6100
Cigna Corporation,93295,241.27,241.27,241.27,0.00,241.2700,241.2700,241.2700
Kaiser Foundation Health Plan,93295,229.42,246.00,217.00,29.00,217.0000,217.0000,246.0000
UnitedHealthcare,93295,157.91,282.66,155.71,126.95,155.7100,155.7100,155.7100
Aetna,93297,57.36,136.82,26.98,109.84,26.9800,26.9800,136.8200
Blue Shield of California,93297,75.36,81.59,75.24,6.35,75.2400,75.2400,75.2400
Cigna Corporation,93297,94.43,94.43,94.43,0.00,94.4300,94.4300,94.4300
Kaiser Foundation Health Plan,93297,126.44,137.11,118.44,18.67,118.4400,118.4400,137.1100
UnitedHealthcare,93297,108.92,108.97,106.62,2.35,108.9700,108.9700,108.9700
Aetna,93298,59.52,138.71,29.25,109.46,29.2500,29.2500,138.7100
Blue Shield of California,93298,87.50,87.50,87.50,0.00,87.5000,87.5000,87.5000
Cigna Corporation,93298,95.76,95.76,95.76,0.00,95.7600,95.7600,95.7600
Kaiser Foundation Health Plan,93298,218.21,238.49,203.00,35.49,203.0000,203.0000,238.4900
UnitedHealthcare,93298,110.56,115.57,110.48,5.09,110.4800,110.4800,110.4800
Aetna,93306,323.40,1087.81,71.51,1016.30,183.1600,254.6700,376.3100
Ambetter,93306,242.85,379.02,118.88,260.14,118.8800,241.9200,379.0200
Cigna Corporation,93306,562.98,844.48,228.89,615.59,228.8900,615.5900,844.4800
Kaiser Foundation Health Plan,93306,851.52,860.00,818.00,42.00,843.0000,860.0000,860.0000
UnitedHealthcare,93306,579.21,1006.16,282.54,723.62,299.7200,566.6700,866.3900
Aetna,93308,151.48,519.63,28.84,490.79,86.5800,115.4300,131.8200
Blue Shield of California,93308,560.66,560.66,560.66,0.00,560.6600,560.6600,560.6600
Cigna Corporation,93308,309.25,463.88,92.29,371.59,92.2900,371.6000,463.8800
Kaiser Foundation Health Plan,93308,476.76,510.00,452.00,58.00,452.0000,452.0000,510.0000
UnitedHealthcare,93308,276.39,456.02,104.99,351.03,104.9900,308.8700,413.8600
Aetna,93458,1547.86,5599.71,64.40,5535.31,318.6600,1133.9200,1481.2900
Blue Shield of California,93458,2549.46,4312.73,1001.35,3311.38,1001.3500,2815.5500,3816.9000
Cigna Corporation,93458,2461.70,3692.56,1047.11,2645.45,1047.1100,2645.4500,3692.5600
Kaiser Foundation Health Plan,93458,3484.47,4361.00,2550.00,1811.00,2978.0000,2978.0000,4361.0000
UnitedHealthcare,93458,2973.50,4479.96,1179.78,3300.18,1179.7800,3280.1300,4459.9100
Aetna,93793,20.14,38.84,12.99,25.85,12.9900,12.9900,38.8400
Blue Shield of California,93793,43.32,43.32,43.32,0.00,43.3200,43.3200,43.3200
Cigna Corporation,93793,43.40,43.40,43.40,0.00,43.4000,43.4000,43.4000
Kaiser Foundation Health Plan,93793,207.14,341.00,28.00,313.00,28.0000,341.0000,341.0000
UnitedHealthcare,93793,47.79,48.39,47.78,0.61,47.7800,47.7800,47.7800
Aetna,93880,290.95,1050.90,31.53,1019.37,169.9600,201.4800,201.6600
Ambetter,93880,65.48,65.48,65.48,0.00,65.4800,65.4800,65.4800
Blue Shield of California,93880,1152.18,1152.18,1152.18,0.00,1152.1800,1152.1800,1152.1800
Cigna Corporation,93880,500.67,751.01,142.06,608.95,142.0600,608.9500,751.0100
Kaiser Foundation Health Plan,93880,690.23,1088.00,396.00,692.00,396.0000,396.0000,1088.0000
UnitedHealthcare,93880,560.92,1089.66,124.56,965.10,160.6200,676.3700,836.9900
Aetna,93922,141.18,447.41,12.85,434.56,63.3400,108.8400,121.6900
Blue Shield of California,93922,529.95,529.95,529.95,0.00,529.9500,529.9500,529.9500
Cigna Corporation,93922,219.74,329.62,44.42,285.20,44.4200,285.2000,329.6200
Kaiser Foundation Health Plan,93922,192.57,233.00,165.38,67.62,165.3800,165.3800,233.0000
UnitedHealthcare,93922,239.00,480.80,50.45,430.35,50.4500,305.8900,356.3400
Aetna,93923,218.93,696.02,23.55,672.47,110.9700,164.3000,187.8500
Blue Shield of California,93923,823.20,823.20,823.20,0.00,823.2000,823.2000,823.2000
Cigna Corporation,93923,340.86,511.29,79.13,432.16,79.1300,432.1600,511.2900
Kaiser Foundation Health Plan,93923,381.15,647.00,307.65,339.35,307.6500,408.0000,408.0000
UnitedHealthcare,93923,371.74,742.18,88.38,653.80,88.3800,465.9700,554.3500
Aetna,93925,343.23,1338.75,30.06,1308.69,169.7700,197.9300,199.8300
Blue Shield of California,93925,1347.57,1347.57,1347.57,0.00,1347.5700,1347.5700,1347.5700
Cigna Corporation,93925,642.84,964.26,139.98,824.28,139.9800,824.2800,964.2600
Kaiser Foundation Health Plan,93925,688.04,1010.00,483.16,526.84,483.1600,483.1600,1010.0000
UnitedHealthcare,93925,714.45,1379.00,118.79,1260.21,157.6400,908.6100,1066.2500
Aetna,93970,288.59,1027.18,35.70,991.48,169.9600,174.1600,205.6600
Blue Shield of California,93970,1094.27,1094.27,1094.27,0.00,1094.2700,1094.2700,1094.2700
Cigna Corporation,93970,488.22,732.33,123.38,608.95,123.3800,608.9500,732.3300
Kaiser Foundation Health Plan,93970,615.98,746.00,442.63,303.37,442.6300,746.0000,746.0000
UnitedHealthcare,93970,548.91,1121.04,138.71,982.33,138.7100,679.3900,818.1000
Aetna,93971,181.32,642.04,23.55,618.49,106.9500,112.7100,130.5100
Ambetter,93971,36.58,37.08,36.46,0.62,36.4600,36.4600,36.4600
Blue Shield of California,93971,380.74,790.41,94.27,696.14,94.2700,428.0900,522.3500
Cigna Corporation,93971,297.71,446.57,78.96,367.61,78.9600,367.6100,446.5700
Kaiser Foundation Health Plan,93971,558.95,611.00,514.00,97.00,528.0000,528.0000,611.0000
UnitedHealthcare,93971,343.51,736.20,89.77,646.43,89.7700,421.5900,511.3600
Aetna,94010,52.79,185.61,8.88,176.73,29.6200,38.4900,43.0700
Ambetter,94010,14.44,14.44,14.44,0.00,14.4400,14.4400,14.4400
Blue Shield of California,94010,175.58,175.58,175.58,0.00,175.5800,175.5800,175.5800
Cigna Corporation,94010,87.96,131.94,30.17,101.77,30.1700,101.7700,131.9400
Kaiser Foundation Health Plan,94010,115.85,167.00,77.00,90.00,85.0000,85.0000,167.0000
UnitedHealthcare,94010,98.60,152.07,34.30,117.77,34.3000,113.5300,147.8300
Aetna,94060,89.29,310.35,15.36,294.99,51.1200,66.4800,66.8300
Ambetter,94060,17.60,17.60,17.60,0.00,17.6000,17.6000,17.6000
Blue Shield of California,94060,292.26,292.26,292.26,0.00,292.2600,292.2600,292.2600
Cigna Corporation,94060,150.42,225.64,46.77,178.87,46.7700,178.8600,225.6400
Kaiser Foundation Health Plan,94060,214.85,284.00,163.00,121.00,163.0000,163.0000,284.0000
UnitedHealthcare,94060,164.96,262.68,53.23,209.45,53.2300,193.9500,247.1800
Aetna,94760,4.35,12.32,2.83,9.49,2.8300,2.8300,2.8300
Blue Shield of California,94760,8.32,13.68,7.76,5.92,7.7600,7.7600,7.7600
Cigna Corporation,94760,11.39,11.39,11.39,0.00,11.3900,11.3900,11.3900
Kaiser Foundation Health Plan,94760,8.19,13.00,5.18,7.82,5.1800,5.1800,13.0000
UnitedHealthcare,94760,9.81,9.81,9.81,0.00,9.8100,9.8100,9.8100
Aetna,95004,11.03,21.68,6.96,14.72,6.9600,6.9600,21.6800
Blue Shield of California,95004,18.54,29.17,17.42,11.75,17.4200,17.4200,17.4200
Cigna Corporation,95004,24.61,24.61,24.61,0.00,24.6100,24.6100,24.6100
Kaiser Foundation Health Plan,95004,14.61,25.00,7.16,17.84,7.1600,7.1600,25.0000
UnitedHealthcare,95004,17.44,27.51,17.27,10.24,17.2700,17.2700,17.2700
Aetna,95115,21.38,48.21,11.13,37.08,11.1300,11.1300,48.2100
Blue Shield of California,95115,47.82,108.59,41.36,67.23,41.3600,41.3600,41.3600
Cigna Corporation,95115,32.65,32.65,32.65,0.00,32.6500,32.6500,32.6500
Kaiser Foundation Health Plan,95115,34.42,55.00,20.91,34.09,20.9100,20.9100,55.0000
UnitedHealthcare,95115,38.49,43.99,38.40,5.59,38.4000,38.4000,38.4000
Aetna,95117,25.37,55.73,13.77,41.96,13.7700,13.7700,55.7300
Blue Shield of California,95117,59.06,142.08,50.23,91.85,50.2300,50.2300,50.2300
Cigna Corporation,95117,37.97,37.97,37.97,0.00,37.9700,37.9700,37.9700
Kaiser Foundation Health Plan,95117,40.76,49.00,35.00,14.00,35.0000,35.0000,49.0000
UnitedHealthcare,95117,44.38,44.38,44.38,0.00,44.3800,44.3800,44.3800
Aetna,95165,18.85,76.00,3.46,72.54,3.4600,13.6400,15.6200
Blue Shield of California,95165,54.29,54.29,54.29,0.00,54.2900,54.2900,54.2900
Cigna Corporation,95165,48.20,48.20,48.20,0.00,48.2000,48.2000,48.2000
Kaiser Foundation Health Plan,95165,35.31,57.00,13.00,44.00,13.0000,29.3000,57.0000
UnitedHealthcare,95165,60.41,60.53,53.88,6.65,60.5300,60.5300,60.5300
Aetna,95251,82.19,182.60,43.81,138.79,43.8100,43.8100,182.6000
Blue Shield of California,95251,55.55,55.55,55.55,0.00,55.5500,55.5500,55.5500
Cigna Corporation,95251,156.17,156.17,156.17,0.00,156.1700,156.1700,156.1700
Kaiser Foundation Health Plan,95251,146.76,162.00,136.00,26.00,136.0000,136.0000,162.0000
UnitedHealthcare,95251,145.91,173.11,145.43,27.68,145.4300,145.4300,145.4300
Aetna,95806,208.32,611.88,66.15,545.73,131.8600,198.0100,231.5900
Blue Shield of California,95806,954.55,954.55,954.55,0.00,954.5500,954.5500,954.5500
Cigna Corporation,95806,416.50,624.75,219.92,404.83,219.9200,404.8300,624.7500
Kaiser Foundation Health Plan,95806,663.38,788.00,576.00,212.00,576.0000,576.0000,788.0000
UnitedHealthcare,95806,328.30,782.30,184.45,597.85,184.4500,302.8800,487.3300
Aetna,95810,959.14,3210.17,131.92,3078.25,623.4200,629.4700,761.3900
Blue Shield of California,95810,1422.89,4474.26,350.48,4123.78,350.4800,1621.5400,1972.0600
Cigna Corporation,95810,1539.71,2309.57,436.61,1872.96,436.6100,1872.9600,2309.5700
Kaiser Foundation Health Plan,95810,2316.00,3174.00,1694.00,1480.00,1694.0000,1694.0000,3174.0000
UnitedHealthcare,95810,1709.73,3008.18,496.53,2511.65,496.5300,2060.2200,2556.7500
Aetna,95811,1014.98,3354.70,137.93,3216.77,647.1800,683.9900,821.9200
Blue Shield of California,95811,4849.55,4849.55,4849.55,0.00,4849.5500,4849.5500,4849.5500
Cigna Corporation,95811,1617.35,2426.03,453.96,1972.07,453.9600,1972.0700,2426.0300
Kaiser Foundation Health Plan,95811,2453.85,3318.00,1850.00,1468.00,1850.0000,1850.0000,3318.0000
UnitedHealthcare,95811,1787.91,3247.30,515.45,2731.85,515.4500,2156.4100,2671.8600
Aetna,95816,509.95,1928.02,57.46,1870.56,262.7600,296.5800,320.2300
Ambetter,95816,97.93,97.93,97.93,0.00,97.9300,97.9300,97.9300
Blue Shield of California,95816,760.65,760.65,760.65,0.00,760.6500,760.6500,760.6500
Cigna Corporation,95816,896.39,1344.59,207.20,1137.39,207.2000,1137.3900,1344.5900
Kaiser Foundation Health Plan,95816,956.85,1143.00,798.47,344.53,798.4700,798.4700,1143.0000
UnitedHealthcare,95816,1020.58,1535.58,227.04,1308.54,236.2100,1299.3700,1535.5800
Aetna,95819,594.88,2290.41,57.27,2233.14,298.4700,300.4900,357.7600
Blue Shield of California,95819,914.17,914.17,914.17,0.00,914.1700,914.1700,914.1700
Cigna Corporation,95819,1031.58,1547.38,208.53,1338.85,208.5300,1338.8500,1547.3800
Kaiser Foundation Health Plan,95819,1313.80,1429.00,1106.00,323.00,1167.0000,1429.0000,1429.0000
UnitedHealthcare,95819,1211.37,1824.21,226.26,1597.95,237.7200,1586.4900,1824.2100
Aetna,95886,139.78,509.49,44.70,464.79,50.3400,95.0400,237.8000
Ambetter,95886,78.74,78.74,78.74,0.00,78.7400,78.7400,78.7400
Blue Shield of California,95886,327.84,327.84,327.84,0.00,327.8400,327.8400,327.8400
Cigna Corporation,95886,223.20,334.80,167.32,167.48,167.3200,167.4800,334.8000
Kaiser Foundation Health Plan,95886,344.88,354.00,218.56,135.44,347.0000,354.0000,354.0000
UnitedHealthcare,95886,270.13,405.79,175.15,230.64,189.4000,216.3900,405.7900
Aetna,96110,20.78,51.94,8.87,43.07,8.8700,8.8700,51.9400
Ambetter,96110,19.90,19.90,19.90,0.00,19.9000,19.9000,19.9000
Blue Shield of California,96110,47.26,75.68,44.11,31.57,44.1100,44.1100,44.1100
Cigna Corporation,96110,35.31,35.31,35.31,0.00,35.3100,35.3100,35.3100
Kaiser Foundation Health Plan,96110,41.23,46.00,38.00,8.00,38.0000,38.0000,46.0000
UnitedHealthcare,96110,41.37,41.37,41.37,0.00,41.3700,41.3700,41.3700
Aetna,96127,11.28,25.56,5.83,19.73,5.8300,5.8300,25.5600
Ambetter,96127,8.54,8.54,8.54,0.00,8.5400,8.5400,8.5400
Blue Shield of California,96127,19.53,22.26,19.48,2.78,19.4800,19.4800,19.4800
Cigna Corporation,96127,20.69,20.69,20.69,0.00,20.6900,20.6900,20.6900
Kaiser Foundation Health Plan,96127,22.60,24.00,22.00,2.00,22.0000,22.0000,23.0000
UnitedHealthcare,96127,20.38,21.61,20.36,1.25,20.3600,20.3600,20.3600
Aetna,96160,14.49,15.00,13.19,1.81,13.1900,15.0000,15.0000
Blue Shield of California,96160,17.28,17.28,17.28,0.00,17.2800,17.2800,17.2800
Cigna Corporation,96160,17.28,17.28,17.28,0.00,17.2800,17.2800,17.2800
Kaiser Foundation Health Plan,96160,17.33,18.00,12.00,6.00,17.0000,18.0000,18.0000
UnitedHealthcare,96160,10.66,19.37,10.51,8.86,10.5100,10.5100,10.5100
Aetna,96365,159.02,371.37,77.83,293.54,77.8300,77.8300,371.3700
Blue Shield of California,96365,301.97,449.83,285.55,164.28,285.5500,285.5500,285.5500
Cigna Corporation,96365,255.46,255.46,255.46,0.00,255.4600,255.4600,255.4600
Kaiser Foundation Health Plan,96365,305.28,349.00,273.00,76.00,273.0000,273.0000,349.0000
UnitedHealthcare,96365,295.97,307.48,295.77,11.71,295.7700,295.7700,295.7700
Aetna,96372,38.42,73.28,25.10,48.18,25.1000,25.1000,73.2800
Ambetter,96372,25.43,25.43,25.43,0.00,25.4300,25.4300,25.4300
Blue Shield of California,96372,82.75,121.28,78.46,42.82,78.4600,78.4600,78.4600
Cigna Corporation,96372,93.97,93.97,93.97,0.00,93.9700,93.9700,93.9700
Kaiser Foundation Health Plan,96372,78.52,105.00,55.00,50.00,55.0000,55.0000,105.0000
UnitedHealthcare,96372,59.07,99.17,58.37,40.80,58.3700,58.3700,58.3700
Aetna,96401,173.41,412.88,81.85,331.03,81.8500,81.8500,412.8800
Blue Shield of California,96401,254.58,520.44,225.05,295.39,225.0500,225.0500,225.0500
Cigna Corporation,96401,274.82,274.82,274.82,0.00,274.8200,274.8200,274.8200
Kaiser Foundation Health Plan,96401,244.68,312.00,170.43,141.57,206.0000,206.0000,312.0000
UnitedHealthcare,96401,328.58,328.84,314.24,14.60,328.8400,328.8400,328.8400
Aetna,96402,74.03,164.71,39.37,125.34,39.3700,39.3700,164.7100
Blue Shield of California,96402,196.18,199.44,195.82,3.62,195.8200,195.8200,195.8200
Cigna Corporation,96402,119.84,119.84,119.84,0.00,119.8400,119.8400,119.8400
Kaiser Foundation Health Plan,96402,193.71,219.00,160.00,59.00,160.0000,219.0000,219.0000
UnitedHealthcare,96402,131.52,151.14,131.18,19.96,131.1800,131.1800,131.1800
Aetna,96413,323.27,735.26,165.75,569.51,165.7500,165.7500,735.2600
Blue Shield of California,96413,760.43,1017.72,738.34,279.38,738.3400,738.3400,738.3400
Cigna Corporation,96413,510.54,510.54,510.54,0.00,510.5400,510.5400,510.5400
Kaiser Foundation Health Plan,96413,487.19,655.00,390.00,265.00,390.0000,538.0000,538.0000
UnitedHealthcare,96413,586.48,636.33,585.60,50.73,585.6000,585.6000,585.6000
Aetna,97010,12.00,32.64,4.11,28.53,4.1100,4.1100,32.6400
Blue Shield of California,97010,16.61,20.80,16.15,4.65,16.1500,16.1500,16.1500
Cigna Corporation,97010,21.61,21.61,21.61,0.00,21.6100,21.6100,21.6100
Kaiser Foundation Health Plan,97010,20.28,25.00,14.00,11.00,14.0000,25.0000,25.0000
UnitedHealthcare,97010,26.00,26.00,26.00,0.00,26.0000,26.0000,26.0000
Aetna,97012,22.91,78.28,11.67,66.61,11.6700,13.0000,13.0000
Blue Shield of California,97012,50.44,51.57,40.34,11.23,51.5700,51.5700,51.5700
Cigna Corporation,97012,58.87,58.87,58.87,0.00,58.8700,58.8700,58.8700
Kaiser Foundation Health Plan,97012,27.50,29.16,26.27,2.89,26.2700,26.2700,29.1600
UnitedHealthcare,97012,62.35,62.35,62.35,0.00,62.3500,62.3500,62.3500
Aetna,97014,22.81,75.08,11.24,63.84,11.2400,14.4000,14.4000
Blue Shield of California,97014,41.91,51.50,40.85,10.65,40.8500,40.8500,40.8500
Cigna Corporation,97014,58.02,58.02,58.02,0.00,58.0200,58.0200,58.0200
Kaiser Foundation Health Plan,97014,19.54,27.00,14.00,13.00,14.0000,14.0000,27.0000
UnitedHealthcare,97014,59.80,59.80,59.80,0.00,59.8000,59.8000,59.8000
Aetna,97016,21.90,63.73,13.41,50.32,13.4100,14.4000,14.4000
Blue Shield of California,97016,52.50,68.25,50.71,17.54,50.7100,50.7100,50.7100
Cigna Corporation,97016,71.31,71.31,71.31,0.00,71.3100,71.3100,71.3100
Kaiser Foundation Health Plan,97016,49.55,67.00,24.75,42.25,40.0000,40.0000,67.0000
UnitedHealthcare,97016,50.76,50.76,50.76,0.00,50.7600,50.7600,50.7600
Aetna,97018,14.06,30.75,7.36,23.39,7.3600,14.4000,14.4000
Blue Shield of California,97018,26.19,48.71,23.19,25.52,23.1900,23.1900,23.1900
Cigna Corporation,97018,40.22,40.22,40.22,0.00,40.2200,40.2200,40.2200
Kaiser Foundation Health Plan,97018,21.27,29.00,12.25,16.75,12.2500,26.0000,26.0000
UnitedHealthcare,97018,24.49,24.49,24.49,0.00,24.4900,24.4900,24.4900
Aetna,97032,24.00,76.39,13.57,62.82,13.5700,14.4000,14.4000
Blue Shield of California,97032,57.50,64.28,57.08,7.20,57.4100,57.4100,57.4100
Cigna Corporation,97032,69.51,69.51,69.51,0.00,69.5100,69.5100,69.5100
Kaiser Foundation Health Plan,97032,30.75,34.00,29.98,4.02,29.9800,31.0000,31.0000
UnitedHealthcare,97032,61.07,74.63,60.84,13.79,60.8400,60.8400,60.8400
Aetna,97035,21.84,74.84,9.03,65.81,9.0300,14.4000,14.4000
Blue Shield of California,97035,40.26,45.48,29.17,16.31,41.3300,41.3300,41.3300
Cigna Corporation,97035,45.85,45.85,45.85,0.00,45.8500,45.8500,45.8500
Kaiser Foundation Health Plan,97035,28.92,32.00,26.62,5.38,26.6200,26.6200,32.0000
UnitedHealthcare,97035,59.60,59.60,59.60,0.00,59.6000,59.6000,59.6000
Aetna,97110,40.08,158.89,12.00,146.89,12.0000,22.7400,22.7400
Ambetter,97110,53.16,53.16,53.16,0.00,53.1600,53.1600,53.1600
Blue Shield of California,97110,99.16,100.14,91.84,8.30,100.1400,100.1400,100.1400
Cigna Corporation,97110,118.08,118.08,118.08,0.00,118.0800,118.0800,118.0800
Kaiser Foundation Health Plan,97110,79.81,111.00,61.00,50.00,61.0000,61.0000,111.0000
UnitedHealthcare,97110,126.52,126.55,125.09,1.46,126.5500,126.5500,126.5500
Aetna,97112,45.41,182.99,14.40,168.59,14.4000,23.8300,23.8300
Blue Shield of California,97112,103.73,104.75,96.16,8.59,104.7500,104.7500,104.7500
Cigna Corporation,97112,123.40,123.40,123.40,0.00,123.4000,123.4000,123.4000
Kaiser Foundation Health Plan,97112,68.27,72.87,64.45,8.42,64.4500,64.4500,72.8700
UnitedHealthcare,97112,145.48,145.74,131.03,14.71,145.7400,145.7400,145.7400
Aetna,97113,51.09,202.05,14.40,187.65,14.4000,30.0800,30.0800
Blue Shield of California,97113,119.76,149.20,116.49,32.71,116.4900,116.4900,116.4900
Cigna Corporation,97113,158.60,158.60,158.60,0.00,158.6000,158.6000,158.6000
Kaiser Foundation Health Plan,97113,75.02,80.66,70.79,9.87,70.7900,70.7900,80.6600
UnitedHealthcare,97113,160.99,165.42,160.92,4.50,160.9200,160.9200,160.9200
Aetna,97116,39.68,156.99,14.40,142.59,14.4000,20.1100,20.1100
Blue Shield of California,97116,87.82,88.63,79.41,9.22,88.6300,88.6300,88.6300
Cigna Corporation,97116,103.05,103.05,103.05,0.00,103.0500,103.0500,103.0500
Kaiser Foundation Health Plan,97116,71.37,75.00,63.14,11.86,68.0000,75.0000,75.0000
UnitedHealthcare,97116,125.04,125.04,125.04,0.00,125.0400,125.0400,125.0400
Aetna,97140,37.85,145.84,13.00,132.84,13.0000,21.4200,21.4200
Blue Shield of California,97140,98.15,100.28,82.21,18.07,100.2800,100.2800,100.2800
Cigna Corporation,97140,109.49,109.49,109.49,0.00,109.4900,109.4900,109.4900
Kaiser Foundation Health Plan,97140,59.27,65.00,55.00,10.00,55.0000,55.0000,65.0000
UnitedHealthcare,97140,116.17,117.81,116.15,1.66,116.1500,116.1500,116.1500
Aetna,97153,18.24,18.24,18.24,0.00,18.2400,18.2400,18.2400
Kaiser Foundation Health Plan,97153,15.65,16.00,15.00,1.00,15.0000,16.0000,16.0000
Aetna,97161,168.51,444.70,62.91,381.79,62.9100,62.9100,444.7000
Blue Shield of California,97161,220.83,220.83,220.83,0.00,220.8300,220.8300,220.8300
Cigna Corporation,97161,289.15,289.15,289.15,0.00,289.1500,289.1500,289.1500
Kaiser Foundation Health Plan,97161,209.97,299.00,191.38,107.62,191.3800,191.3800,215.6200
UnitedHealthcare,97161,353.62,354.18,322.17,32.01,354.1800,354.1800,354.1800
Aetna,97162,168.51,444.70,62.91,381.79,62.9100,62.9100,444.7000
Ambetter,97162,181.03,181.03,181.03,0.00,181.0300,181.0300,181.0300
Blue Shield of California,97162,227.95,251.27,227.46,23.81,227.4600,227.4600,227.4600
Cigna Corporation,97162,289.15,289.15,289.15,0.00,289.1500,289.1500,289.1500
Kaiser Foundation Health Plan,97162,201.76,215.62,191.38,24.24,191.3800,191.3800,215.6200
UnitedHealthcare,97162,353.62,354.18,322.17,32.01,354.1800,354.1800,354.1800
Aetna,97530,49.59,206.13,14.40,191.73,14.4000,24.9300,24.9300
Blue Shield of California,97530,106.72,107.33,106.67,0.66,106.6700,106.6700,106.6700
Cigna Corporation,97530,128.03,128.03,128.03,0.00,128.0300,128.0300,128.0300
Kaiser Foundation Health Plan,97530,75.81,81.43,71.14,10.29,71.1400,71.1400,81.4300
UnitedHealthcare,97530,163.69,164.17,137.10,27.07,164.1700,164.1700,164.1700
Aetna,97597,130.79,505.71,24.75,480.96,24.7500,77.9400,186.8200
Cigna Corporation,97597,278.51,278.51,278.51,0.00,278.5100,278.5100,278.5100
Kaiser Foundation Health Plan,97597,251.85,261.00,99.00,162.00,249.0000,261.0000,261.0000
UnitedHealthcare,97597,402.77,402.77,402.77,0.00,402.7700,402.7700,402.7700
Aetna,97802,82.54,194.10,41.99,152.11,41.9900,45.0000,175.2300
Blue Shield of California,97802,132.45,132.45,132.45,0.00,132.4500,132.4500,132.4500
Cigna Corporation,97802,125.51,125.51,125.51,0.00,125.5100,125.5100,125.5100
Kaiser Foundation Health Plan,97802,121.19,142.00,67.36,74.64,96.0000,142.0000,142.0000
UnitedHealthcare,97802,154.22,154.59,133.35,21.24,154.5900,154.5900,154.5900
Aetna,97803,70.94,168.30,36.19,132.11,36.1900,39.2000,147.5400
Ambetter,97803,59.73,59.73,59.73,0.00,59.7300,59.7300,59.7300
Blue Shield of California,97803,99.47,132.45,95.81,36.64,95.8100,95.8100,95.8100
Cigna Corporation,97803,108.78,108.78,108.78,0.00,108.7800,108.7800,108.7800
Kaiser Foundation Health Plan,97803,59.41,68.90,51.21,17.69,52.7525,59.0900,60.8000
UnitedHealthcare,97803,134.04,134.04,134.04,0.00,134.0400,134.0400,134.0400
Aetna,97810,72.98,189.05,31.91,157.14,31.9100,37.5700,156.9500
Cigna Corporation,97810,130.53,130.53,130.53,0.00,130.5300,130.5300,130.5300
Kaiser Foundation Health Plan,97810,88.74,120.00,60.00,60.00,60.0000,72.2900,120.0000
UnitedHealthcare,97810,150.57,150.57,150.57,0.00,150.5700,150.5700,150.5700
Aetna,98940,70.52,146.47,24.00,122.47,24.0000,24.0000,116.2500
Blue Shield of California,98940,81.52,81.52,81.52,0.00,81.5200,81.5200,81.5200
Cigna Corporation,98940,102.06,102.06,102.06,0.00,102.0600,102.0600,102.0600
Kaiser Foundation Health Plan,98940,60.00,60.00,60.00,0.00,60.0000,60.0000,60.0000
UnitedHealthcare,98940,116.66,116.66,116.66,0.00,116.6600,116.6600,116.6600
Aetna,98941,99.57,210.54,27.00,183.54,27.0000,27.0000,178.4300
Blue Shield of California,98941,114.33,114.33,114.33,0.00,114.3300,114.3300,114.3300
Cigna Corporation,98941,146.89,146.89,146.89,0.00,146.8900,146.8900,146.8900
Kaiser Foundation Health Plan,98941,71.24,82.83,61.95,20.88,61.9500,71.1450,74.2700
UnitedHealthcare,98941,167.27,167.68,144.30,23.38,167.6800,167.6800,167.6800
Aetna,98960,60.58,143.56,28.86,114.70,28.8600,28.8600,143.5600
Blue Shield of California,98960,73.04,73.04,73.04,0.00,73.0400,73.0400,73.0400
Cigna Corporation,98960,103.85,103.85,103.85,0.00,103.8500,103.8500,103.8500
Kaiser Foundation Health Plan,98960,60.94,84.00,50.00,34.00,50.0000,50.0000,74.4800
UnitedHealthcare,98960,114.34,114.34,114.34,0.00,114.3400,114.3400,114.3400
Aetna,98972,35.64,35.84,35.44,0.40,35.4400,35.6400,35.8400
Cigna Corporation,98972,118.54,118.54,118.54,0.00,118.5400,118.5400,118.5400
Kaiser Foundation Health Plan,98972,72.33,73.00,67.00,6.00,73.0000,73.0000,73.0000
UnitedHealthcare,98972,134.85,134.85,134.85,0.00,134.8500,134.8500,134.8500
Aetna,99000,26.13,80.00,7.00,73.00,7.2300,7.2300,61.8075
Blue Shield of California,99000,25.22,25.22,25.22,0.00,25.2200,25.2200,25.2200
Cigna Corporation,99000,20.35,20.35,20.35,0.00,20.3500,20.3500,20.3500
Kaiser Foundation Health Plan,99000,15.80,28.00,10.00,18.00,10.0000,10.0000,23.0000
UnitedHealthcare,99000,23.11,28.57,23.02,5.55,23.0200,23.0200,23.0200
Aetna,99024,54.88,103.20,6.57,96.63,6.5700,54.8850,103.2000
Blue Shield of California,99024,130.55,130.55,130.55,0.00,130.5500,130.5500,130.5500
Kaiser Foundation Health Plan,99024,57.19,141.00,38.00,103.00,38.0000,63.0000,63.0000
Aetna,99050,39.28,80.00,23.72,56.28,23.7200,23.7200,80.0000
Blue Shield of California,99050,74.72,74.72,74.72,0.00,74.7200,74.7200,74.7200
Cigna Corporation,99050,66.81,66.81,66.81,0.00,66.8100,66.8100,66.8100
Kaiser Foundation Health Plan,99050,52.21,72.00,29.00,43.00,29.0000,72.0000,72.0000
UnitedHealthcare,99050,74.24,74.24,74.24,0.00,74.2400,74.2400,74.2400
Aetna,99051,27.91,80.00,8.00,72.00,8.0000,8.0000,80.0000
Blue Shield of California,99051,68.71,68.71,68.71,0.00,68.7100,68.7100,68.7100
